epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.4417613744735718,1.6065531969070435,0.001,0.6307870149612427,1.0669782161712646
1,0.6353543996810913,1.0712653398513794,0.001,0.7048611044883728,0.8464370965957642
2,0.6917164921760559,0.9206904172897339,0.001,0.7106481194496155,0.9028358459472656
3,0.7070879340171814,0.8643458485603333,0.001,0.7326388955116272,0.7842604517936707
4,0.7372615933418274,0.75527024269104,0.001,0.78125,0.652309775352478
5,0.748363196849823,0.7182144522666931,0.001,0.7951388955116272,0.6147884130477905
6,0.7660119533538818,0.6840165257453918,0.001,0.7789351940155029,0.6277145147323608
7,0.7819527387619019,0.6368334293365479,0.001,0.7974537014961243,0.5791754722595215
8,0.7984628677368164,0.6177724599838257,0.001,0.7962962985038757,0.6120272278785706
9,0.8089951872825623,0.5629205107688904,0.001,0.8240740895271301,0.49082493782043457
10,0.8055793046951294,0.5625690221786499,0.001,0.8252314925193787,0.4727124571800232
11,0.807856559753418,0.5490608215332031,0.001,0.8310185074806213,0.4867492616176605
12,0.8112724423408508,0.5356009006500244,0.001,0.8240740895271301,0.5145942568778992
13,0.8132650256156921,0.5016081929206848,0.001,0.8391203880310059,0.44694268703460693
14,0.8366068601608276,0.471998929977417,0.001,0.8043981194496155,0.4995882511138916
15,0.826359212398529,0.4764900803565979,0.001,0.8344907164573669,0.48458990454673767
16,0.8329063653945923,0.4680282473564148,0.001,0.8263888955116272,0.45928871631622314
17,0.8343296051025391,0.4596000015735626,0.001,0.8368055820465088,0.47179317474365234
18,0.8351836204528809,0.46370410919189453,0.001,0.8240740895271301,0.503040611743927
19,0.8388841152191162,0.4418313801288605,0.001,0.8460648059844971,0.4288947582244873
20,0.8542556166648865,0.41314154863357544,0.001,0.8703703880310059,0.3932023346424103
21,0.8465698957443237,0.4277507960796356,0.001,0.8634259104728699,0.39241641759872437
22,0.8440079689025879,0.4217100441455841,0.001,0.8263888955116272,0.5228112936019897
23,0.841446042060852,0.4266749322414398,0.001,0.8206018805503845,0.5484728813171387
24,0.8465698957443237,0.4205467104911804,0.001,0.8449074029922485,0.41785889863967896
25,0.8590947985649109,0.387699693441391,0.001,0.8483796119689941,0.42209935188293457
26,0.8596640825271606,0.3926874101161957,0.001,0.8645833134651184,0.37159693241119385
27,0.8647879362106323,0.370583713054657,0.001,0.8263888955116272,0.5427386164665222
28,0.8670651912689209,0.3585799038410187,0.001,0.8449074029922485,0.42286503314971924
29,0.8622260093688965,0.36521050333976746,0.001,0.8414351940155029,0.42315685749053955
30,0.8693424463272095,0.3693951964378357,0.001,0.8553240895271301,0.3924133777618408
31,0.885852575302124,0.30240780115127563,0.0005,0.8634259104728699,0.36731359362602234
32,0.8838599324226379,0.3053346574306488,0.0005,0.8842592835426331,0.3223802149295807
33,0.8958155512809753,0.28594139218330383,0.0005,0.8796296119689941,0.3320399820804596
34,0.893822968006134,0.280822217464447,0.0005,0.8761574029922485,0.3332253098487854
35,0.8926843404769897,0.28644299507141113,0.0005,0.8738425970077515,0.3888331651687622
36,0.8992314338684082,0.2694472372531891,0.0005,0.875,0.3482465445995331
37,0.8983774781227112,0.2614849805831909,0.0005,0.8773148059844971,0.3261836767196655
38,0.9020779728889465,0.2547495365142822,0.0005,0.8773148059844971,0.3344956040382385
39,0.8955308794975281,0.28424617648124695,0.0005,0.8854166865348816,0.3027571141719818
40,0.9109023809432983,0.2583659887313843,0.0005,0.8773148059844971,0.3446981906890869
41,0.9015086889266968,0.26356711983680725,0.0005,0.8738425970077515,0.3659549355506897
42,0.8986620903015137,0.24454893171787262,0.0005,0.8657407164573669,0.3838890492916107
43,0.9120410084724426,0.23130914568901062,0.00025,0.8773148059844971,0.34291189908981323
44,0.9168801307678223,0.2131470888853073,0.00025,0.8738425970077515,0.3672112226486206
45,0.9191573858261108,0.21436309814453125,0.00025,0.8831018805503845,0.35637134313583374
46,0.9194420576095581,0.2053348273038864,0.00025,0.8865740895271301,0.3076542019844055
47,0.9188727736473083,0.20617324113845825,0.00025,0.8888888955116272,0.3525996506214142
48,0.9163108468055725,0.2129010707139969,0.00025,0.8854166865348816,0.30687257647514343
49,0.9225733280181885,0.20477136969566345,0.00025,0.8935185074806213,0.3397460877895355
50,0.9160261750221252,0.2079414427280426,0.00025,0.8912037014961243,0.33740460872650146
51,0.9205806851387024,0.20292960107326508,0.00025,0.8726851940155029,0.35033294558525085
52,0.9205806851387024,0.2017315775156021,0.00025,0.8888888955116272,0.3500301241874695
53,0.9282664656639099,0.18003065884113312,0.000125,0.8854166865348816,0.3277481198310852
54,0.9257045388221741,0.17801620066165924,0.000125,0.8923611044883728,0.3203115165233612
55,0.9274124503135681,0.18860270082950592,0.000125,0.8981481194496155,0.30493298172950745
56,0.9274124503135681,0.18030191957950592,0.000125,0.8900462985038757,0.3308523893356323
57,0.9231426119804382,0.19424013793468475,0.000125,0.9039351940155029,0.31227535009384155
58,0.9254198670387268,0.1833752989768982,0.000125,0.8865740895271301,0.33133837580680847
59,0.9274124503135681,0.18192709982395172,0.000125,0.8888888955116272,0.3145071566104889
60,0.9316823482513428,0.1697736233472824,0.000125,0.8900462985038757,0.3227912187576294
61,0.9311130046844482,0.1721283197402954,0.000125,0.8912037014961243,0.32553714513778687
62,0.9322516322135925,0.16798359155654907,0.000125,0.8900462985038757,0.3310585021972656
63,0.9368061423301697,0.1605212390422821,0.000125,0.8900462985038757,0.3263777494430542
64,0.930828332901001,0.1773599237203598,0.000125,0.9050925970077515,0.2938805818557739
65,0.9305437207221985,0.1739577054977417,0.000125,0.8888888955116272,0.31500861048698425
66,0.9316823482513428,0.17471809685230255,6.25e-05,0.8969907164573669,0.31524330377578735
