epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9268431663513184,0.21186643838882446,1e-04,0.9201388955116272,0.24223695695400238
1,0.9333902597427368,0.1990346908569336,1e-04,0.9097222089767456,0.28324106335639954
2,0.9427839517593384,0.16989660263061523,1e-04,0.9236111044883728,0.2792283594608307
3,0.9439225792884827,0.1646399050951004,1e-04,0.9143518805503845,0.3194490373134613
4,0.9544548988342285,0.13001872599124908,5e-05,0.9259259104728699,0.23686401546001434
5,0.9524622559547424,0.1310480833053589,5e-05,0.9259259104728699,0.2124386876821518
6,0.9564474821090698,0.13706167042255402,5e-05,0.9363425970077515,0.17603711783885956
7,0.9590094089508057,0.11301136761903763,5e-05,0.9421296119689941,0.16524937748908997
8,0.9581553936004639,0.125774547457695,5e-05,0.9467592835426331,0.17880839109420776
9,0.9573014378547668,0.12246247380971909,5e-05,0.9375,0.18707789480686188
10,0.9598633646965027,0.10514681786298752,5e-05,0.9409722089767456,0.1765124350786209
11,0.9652718305587769,0.10087686032056808,5e-05,0.9456018805503845,0.1934213787317276
12,0.9675490856170654,0.09834349900484085,2.5e-05,0.9479166865348816,0.14235948026180267
13,0.9661258459091187,0.09578318148851395,2.5e-05,0.9456018805503845,0.1880408376455307
14,0.9703956842422485,0.09106198698282242,2.5e-05,0.9456018805503845,0.19060558080673218
15,0.9706803560256958,0.08638578653335571,1.25e-05,0.9537037014961243,0.13963951170444489
16,0.9715343117713928,0.08886901289224625,1.25e-05,0.9490740895271301,0.15966880321502686
17,0.9743808507919312,0.07481490075588226,1.25e-05,0.9571759104728699,0.15031518042087555
18,0.9729576110839844,0.078790582716465,1.25e-05,0.9479166865348816,0.1545065939426422
19,0.9703956842422485,0.08700179308652878,1.25e-05,0.9525462985038757,0.15558534860610962
20,0.9726729393005371,0.07310647517442703,1.25e-05,0.9479166865348816,0.1617342084646225
21,0.9726729393005371,0.07921885699033737,6.25e-06,0.9513888955116272,0.16197402775287628
22,0.9692570567131042,0.09173833578824997,6.25e-06,0.9583333134651184,0.13797533512115479
23,0.9718189835548401,0.08357211202383041,6.25e-06,0.9467592835426331,0.1288241147994995
24,0.9763734936714172,0.06794717162847519,3.125e-06,0.9537037014961243,0.13942305743694305
25,0.9721035957336426,0.08469098061323166,3.125e-06,0.9525462985038757,0.12410231679677963
26,0.975234866142273,0.07240670919418335,3.125e-06,0.9537037014961243,0.13061365485191345
27,0.9709649682044983,0.07908404618501663,1.5625e-06,0.9548611044883728,0.14272159337997437
28,0.9783660769462585,0.06912305951118469,1.5625e-06,0.9537037014961243,0.15627777576446533
29,0.9695417284965515,0.08314376324415207,1.5625e-06,0.9560185074806213,0.12284260243177414
30,0.9729576110839844,0.08192581683397293,7.8125e-07,0.9502314925193787,0.14828211069107056
31,0.9746655225753784,0.07631613314151764,7.8125e-07,0.9479166865348816,0.15975932776927948
32,0.9732422232627869,0.07244870066642761,7.8125e-07,0.9583333134651184,0.12837354838848114
33,0.9738115668296814,0.07393413037061691,3.90625e-07,0.9594907164573669,0.13939177989959717
34,0.9740962386131287,0.07529040426015854,3.90625e-07,0.9583333134651184,0.13444404304027557
35,0.9766581058502197,0.07243621349334717,3.90625e-07,0.9525462985038757,0.1424083411693573
36,0.977796733379364,0.0759289339184761,1.953125e-07,0.9513888955116272,0.13359573483467102
37,0.9732422232627869,0.07586994767189026,1.953125e-07,0.9467592835426331,0.15368039906024933
38,0.9766581058502197,0.07577069103717804,1.953125e-07,0.9548611044883728,0.14001168310642242
39,0.9732422232627869,0.07731444388628006,9.765625e-08,0.9444444179534912,0.1665317714214325
