epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.28864219784736633,2.108318328857422,0.001,0.48842594027519226,1.5251538753509521
1,0.4420723021030426,1.5797817707061768,0.001,0.6076388955116272,1.1739447116851807
2,0.5015656352043152,1.4114463329315186,0.001,0.6400462985038757,1.0681921243667603
3,0.548249363899231,1.289731740951538,0.001,0.6736111044883728,0.9619388580322266
4,0.5676060318946838,1.2086961269378662,0.001,0.6956018805503845,0.8979105949401855
5,0.5747224688529968,1.1847096681594849,0.001,0.6875,0.9068255424499512
6,0.6009109020233154,1.1339434385299683,0.001,0.6782407164573669,0.8767086267471313
7,0.6145744323730469,1.1124582290649414,0.001,0.6990740895271301,0.879077136516571
8,0.6498718857765198,1.00937819480896,0.0005,0.7233796119689941,0.7775954008102417
9,0.6473100185394287,1.0152831077575684,0.0005,0.7303240895271301,0.8220663666725159
10,0.6595502495765686,0.9632910490036011,0.0005,0.7164351940155029,0.7609961032867432
11,0.6535724401473999,0.9791876673698425,0.0005,0.7314814925193787,0.7398059368133545
12,0.6709365248680115,0.925111711025238,0.00025,0.7604166865348816,0.6878807544708252
13,0.6780529618263245,0.9149607419967651,0.00025,0.7164351940155029,0.7544353604316711
14,0.6823228001594543,0.9038683176040649,0.00025,0.7256944179534912,0.7457435131072998
15,0.6846000552177429,0.8810399770736694,0.00025,0.7546296119689941,0.6983980536460876
16,0.6857386827468872,0.8899457454681396,0.000125,0.7337962985038757,0.7500216364860535
17,0.6777682900428772,0.9098843932151794,0.000125,0.7361111044883728,0.7212424874305725
18,0.6894392371177673,0.8685542941093445,0.000125,0.7569444179534912,0.7270057797431946
19,0.6808995008468628,0.8881476521492004,6.25e-05,0.7488425970077515,0.7134404182434082
20,0.6905778646469116,0.883910059928894,6.25e-05,0.7546296119689941,0.6925159096717834
21,0.6914318203926086,0.8700814843177795,6.25e-05,0.7418981194496155,0.7215355038642883
22,0.6914318203926086,0.8571241497993469,3.125e-05,0.7534722089767456,0.6779553294181824
23,0.6863080263137817,0.8852282166481018,3.125e-05,0.7523148059844971,0.7137866616249084
24,0.6854540109634399,0.8835636973381042,3.125e-05,0.7708333134651184,0.6569041013717651
25,0.6968749761581421,0.8526989817619324,3.125e-05,0.7673611044883728,0.687322735786438
26,0.7011101841926575,0.8485146760940552,3.125e-05,0.7708333134651184,0.6777681708335876
27,0.6808995008468628,0.8865579962730408,3.125e-05,0.7476851940155029,0.6904105544090271
28,0.6948477029800415,0.874034583568573,1.5625e-05,0.7581018805503845,0.7264371514320374
29,0.6868773102760315,0.8592823147773743,1.5625e-05,0.7638888955116272,0.6844996213912964
