epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9570167660713196,0.1282736361026764,1e-04,0.9548611044883728,0.12781555950641632
1,0.9518929719924927,0.13653600215911865,1e-04,0.9201388955116272,0.23442736268043518
2,0.9527469277381897,0.12971557676792145,1e-04,0.9351851940155029,0.16216351091861725
3,0.9604327082633972,0.11698132753372192,1e-04,0.9351851940155029,0.16045573353767395
4,0.9638485908508301,0.10126280039548874,5e-05,0.9340277910232544,0.18463055789470673
5,0.96811842918396,0.07798801362514496,5e-05,0.9409722089767456,0.15232594311237335
6,0.9726729393005371,0.07652198523283005,5e-05,0.9432870149612427,0.16981607675552368
7,0.9718189835548401,0.06996004283428192,2.5e-05,0.9386574029922485,0.18091760575771332
8,0.9723882675170898,0.07646048814058304,2.5e-05,0.9421296119689941,0.16138727962970734
9,0.9729576110839844,0.07812783867120743,2.5e-05,0.9444444179534912,0.1587902307510376
10,0.9740962386131287,0.06131720170378685,1.25e-05,0.9502314925193787,0.15636694431304932
11,0.9789353609085083,0.058721814304590225,1.25e-05,0.9479166865348816,0.1343563348054886
12,0.977796733379364,0.06405436992645264,1.25e-05,0.9444444179534912,0.1443541944026947
13,0.9789353609085083,0.05544295534491539,6.25e-06,0.9537037014961243,0.12916657328605652
14,0.9792200326919556,0.054747119545936584,6.25e-06,0.9606481194496155,0.1478700041770935
15,0.9766581058502197,0.057162560522556305,6.25e-06,0.9537037014961243,0.1383892297744751
16,0.977796733379364,0.055890828371047974,3.125e-06,0.9560185074806213,0.13456539809703827
17,0.9780814051628113,0.06003384292125702,3.125e-06,0.9606481194496155,0.1064673364162445
18,0.9820666313171387,0.044175293296575546,3.125e-06,0.9479166865348816,0.12646879255771637
19,0.9797893762588501,0.05117941275238991,1.5625e-06,0.9537037014961243,0.12667891383171082
20,0.9789353609085083,0.05645288899540901,1.5625e-06,0.9606481194496155,0.10272492468357086
21,0.9797893762588501,0.0540635846555233,1.5625e-06,0.9479166865348816,0.1309276670217514
22,0.9758041501045227,0.0536968819797039,7.8125e-07,0.9560185074806213,0.10885358601808548
23,0.9803586602210999,0.0532502643764019,7.8125e-07,0.9548611044883728,0.12934763729572296
24,0.9817819595336914,0.04755080118775368,7.8125e-07,0.9560185074806213,0.1270209550857544
25,0.9823512434959412,0.0470011830329895,3.90625e-07,0.9618055820465088,0.12707167863845825
26,0.9792200326919556,0.048632580786943436,3.90625e-07,0.9537037014961243,0.13009102642536163
27,0.9780814051628113,0.052889950573444366,3.90625e-07,0.9583333134651184,0.12145352363586426
28,0.9789353609085083,0.055324751883745193,1.953125e-07,0.9537037014961243,0.12202879786491394
29,0.9763734936714172,0.05262108892202377,1.953125e-07,0.9513888955116272,0.12659919261932373
30,0.9795047044754028,0.05172036215662956,1.953125e-07,0.9594907164573669,0.109931580722332
31,0.9809280037879944,0.052673157304525375,9.765625e-08,0.9618055820465088,0.10463505983352661
32,0.9800739884376526,0.04904027283191681,9.765625e-08,0.9629629850387573,0.10771916806697845
33,0.9809280037879944,0.05076160281896591,9.765625e-08,0.9548611044883728,0.12907129526138306
34,0.9812126159667969,0.053216155618429184,4.8828124e-08,0.9594907164573669,0.1111682802438736
